"11", "000011 (аннулировано 30.08.2012)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "X628НО161RUS", "5 лет", "13.09.2011", "13.09.2016"
"12", "000012 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О588НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"13", "000013 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О511НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"14", "000014 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "Е948НМ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"15", "000015 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О554НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"16", "000016 (аннулировано 30.08.2012)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О614НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"17", "000017 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О518НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"18", "000018 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О521НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"19", "000019 (аннулировано 30.08.2012)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "X562НО161RUS", "5 лет", "13.09.2011", "13.09.2016"
"20", "000020 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О608НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"21", "000021 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О602НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"22", "000022 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О612НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"23", "000023 (аннулировано 30.08.2012)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "Е950НМ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"24", "000024 (аннулировано 30.08.2012)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О538НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"25", "000025 (аннулировано 30.08.2012)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О625НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"26", "000026 (аннулировано 30.08.2012)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "X560НО161RUS", "5 лет", "13.09.2011", "13.09.2016"
"27", "000027 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "X656НО161RUS", "5 лет", "13.09.2011", "13.09.2016"
"28", "000028 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О495НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"29", "000029 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О503НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"30", "000030 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О520НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"31", "000031 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О553НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"32", "000032 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О523НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"33", "000033 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "Е951НМ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"34", "000034 (аннулировано 30.08.2012)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О587НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"35", "000035 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "X590НО161RUS", "5 лет", "13.09.2011", "13.09.2016"
"36", "000036 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О508НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"37", "000037 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О498НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"38", "000038 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О621НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"39", "000039 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О512НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"40", "000040 (аннулировано 30.08.2012)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О570НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"41", "000041 (аннулировано 30.08.2012)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "Е942НМ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"42", "000042 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О593НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"43", "000043 (аннулировано 30.08.2012)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О624НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"44", "000044 (аннулировано 30.08.2012)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О551НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"45", "000045 (аннулировано 30.08.2012)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "Е935НМ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"46", "000046 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "X570НО161RUS", "5 лет", "13.09.2011", "13.09.2016"
"47", "000047 (аннулировано 30.08.2012)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "X601НО161RUS", "5 лет", "13.09.2011", "13.09.2016"
"48", "000048 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О592НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"49", "000049 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "X564НО161RUS", "5 лет", "13.09.2011", "13.09.2016"
"50", "000050 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О573НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"51", "000051 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О504НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"52", "000052 (аннулировано 30.08.2012)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О623НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"53", "000053 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О569НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"54", "000054 (аннулировано 30.08.2012)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О572НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"55", "000055 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "Е923НМ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"56", "000056 (аннулировано 30.08.2012)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "Е927НМ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"57", "000057 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "X641НО161RUS", "5 лет", "13.09.2011", "13.09.2016"
"58", "000058 (аннулировано 30.08.2012)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "Е947НМ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"59", "000059 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О622НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"60", "000060 (аннулировано 30.08.2012)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "Е926НМ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"61", "000061 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О537НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"62", "000062 (аннулировано 30.08.2012)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О590НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"63", "000063 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О610НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"64", "000449 (аннулировано 30.08.2012)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "X577НО161RUS", "5 лет", "13.09.2011", "13.09.2016"
"65", "000065 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "Е914НМ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"66", "000066 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "X633НО161RUS", "5 лет", "13.09.2011", "13.09.2016"
"67", "000067 (аннулировано 30.08.2012)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О542НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"68", "000068 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О609НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"69", "000069 (аннулировано 30.08.2012)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "Е925НМ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"70", "000070 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О586НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"71", "000071 (аннулировано 30.08.2012)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О496НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"72", "000072 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "Е938НМ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"73", "000073 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "Е952НМ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"74", "000074 (аннулировано 30.08.2012)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "Е917НМ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"75", "000075 (аннулировано 30.08.2012)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О517НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"76", "000076 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "X696НО161RUS", "5 лет", "13.09.2011", "13.09.2016"
"77", "000077 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О567НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"78", "000078 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О519НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"79", "000079 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О539НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"80", "000080 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О497НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"81", "000081 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О506НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"82", "000082 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О613НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"83", "000083 (аннулировано 30.08.2012)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "Е916НМ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"84", "000084 (аннулировано 30.08.2012)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О552НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"85", "000085 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О522НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"86", "000086 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О601НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"87", "000087 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О611НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"88", "000088 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О499НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"89", "000089 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О607НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"90", "000090 (аннулировано 30.08.2012)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "Е937НМ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"91", "000091 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О568НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"92", "000092 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "Е915НМ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"93", "000093 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О574НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"94", "000094 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О543НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"95", "000095 (аннулировано 30.08.2012)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "Е946НМ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"96", "000096 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О550НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"97", "000097 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "О507НВ161RUS", "5 лет", "13.09.2011", "13.09.2016"
"98", "000098 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "X657НО161RUS", "5 лет", "13.09.2011", "13.09.2016"
"99", "000099 (аннулировано 04.12.2013)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "X594НО161RUS", "5 лет", "13.09.2011", "13.09.2016"
"100", "000100 (аннулировано 30.08.2012)", "Общество с ограниченной ответственностью «Южная Топливная Компания» ООО «ЮТК»  г. Ростов-на-Дону ул. Планетная, 8 ", "Шкода", "Фабия", "X650НО161RUS", "5 лет", "13.09.2011", "13.09.2016"
